Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,collection_date,period,granularity
2024-08-20 00:00:00-04:00,224.8800048828125,228.22000122070312,219.55999755859375,221.10000610351562,221.10000610351562,74001200,0.0,0.0,2024-09-20,1mo,1d
2024-08-21 00:00:00-04:00,222.6699981689453,224.66000366210938,218.86000061035156,223.27000427246094,223.27000427246094,70146000,0.0,0.0,2024-09-20,1mo,1d
2024-08-22 00:00:00-04:00,223.82000732421875,224.8000030517578,210.32000732421875,210.66000366210938,210.66000366210938,79514500,0.0,0.0,2024-09-20,1mo,1d
2024-08-23 00:00:00-04:00,214.4600067138672,221.47999572753906,214.2100067138672,220.32000732421875,220.32000732421875,81525200,0.0,0.0,2024-09-20,1mo,1d
2024-08-26 00:00:00-04:00,218.75,219.08999633789062,211.00999450683594,213.2100067138672,213.2100067138672,59301200,0.0,0.0,2024-09-20,1mo,1d
2024-08-27 00:00:00-04:00,213.25,215.66000366210938,206.94000244140625,209.2100067138672,209.2100067138672,62821400,0.0,0.0,2024-09-20,1mo,1d
2024-08-28 00:00:00-04:00,209.72000122070312,211.83999633789062,202.58999633789062,205.75,205.75,64116400,0.0,0.0,2024-09-20,1mo,1d
2024-08-29 00:00:00-04:00,209.8000030517578,214.88999938964844,205.97000122070312,206.27999877929688,206.27999877929688,62308800,0.0,0.0,2024-09-20,1mo,1d
2024-08-30 00:00:00-04:00,208.6300048828125,214.57000732421875,207.02999877929688,214.11000061035156,214.11000061035156,63370600,0.0,0.0,2024-09-20,1mo,1d
2024-09-03 00:00:00-04:00,215.25999450683594,219.89999389648438,209.63999938964844,210.60000610351562,210.60000610351562,76714200,0.0,0.0,2024-09-20,1mo,1d
2024-09-04 00:00:00-04:00,210.58999633789062,222.22000122070312,210.57000732421875,219.41000366210938,219.41000366210938,80651800,0.0,0.0,2024-09-20,1mo,1d
2024-09-05 00:00:00-04:00,223.49000549316406,235.0,222.25,230.1699981689453,230.1699981689453,119355000,0.0,0.0,2024-09-20,1mo,1d
2024-09-06 00:00:00-04:00,232.60000610351562,233.60000610351562,210.50999450683594,210.72999572753906,210.72999572753906,112177000,0.0,0.0,2024-09-20,1mo,1d
2024-09-09 00:00:00-04:00,216.1999969482422,219.8699951171875,213.6699981689453,216.27000427246094,216.27000427246094,67443500,0.0,0.0,2024-09-20,1mo,1d
2024-09-10 00:00:00-04:00,220.07000732421875,226.39999389648438,218.63999938964844,226.1699981689453,226.1699981689453,78891100,0.0,0.0,2024-09-20,1mo,1d
2024-09-11 00:00:00-04:00,224.5500030517578,228.47000122070312,216.8000030517578,228.1300048828125,228.1300048828125,83548600,0.0,0.0,2024-09-20,1mo,1d
2024-09-12 00:00:00-04:00,224.66000366210938,231.4499969482422,223.8300018310547,229.80999755859375,229.80999755859375,72020000,0.0,0.0,2024-09-20,1mo,1d
2024-09-13 00:00:00-04:00,228.0,232.6699981689453,226.32000732421875,230.2899932861328,230.2899932861328,59515100,0.0,0.0,2024-09-20,1mo,1d
2024-09-16 00:00:00-04:00,229.3000030517578,229.9600067138672,223.52999877929688,226.77999877929688,226.77999877929688,54323000,0.0,0.0,2024-09-20,1mo,1d
2024-09-17 00:00:00-04:00,229.4499969482422,234.57000732421875,226.5500030517578,227.8699951171875,227.8699951171875,66761600,0.0,0.0,2024-09-20,1mo,1d
2024-09-18 00:00:00-04:00,230.08999633789062,235.67999267578125,226.8800048828125,227.1999969482422,227.1999969482422,78010200,0.0,0.0,2024-09-20,1mo,1d
2024-09-19 00:00:00-04:00,234.0,244.24000549316406,232.1300048828125,243.9199981689453,243.9199981689453,102425100,0.0,0.0,2024-09-20,1mo,1d
2024-09-20 00:00:00-04:00,241.52000427246094,243.99000549316406,235.9199981689453,238.49009704589844,238.49009704589844,59025490,0.0,0.0,2024-09-20,1mo,1d
